,smiles,property,value
356,[*]C(F)(F)C(=S)C(F)(F)O[*],Eat,-5.24
357,[*]C(F)(F)NC(F)(F)C(S1)=CC=C1[*],Eat,-5.66
358,[*]C(F)(F)NC(F)(F)C(C=C1)=CC=C1[*],Eat,-5.88
359,[*]C(F)(F)NC(F)(F)C(=O)[*],Eat,-5.56
360,[*]C(F)(F)NC(F)(F)C(=S)[*],Eat,-5.29
361,[*]C(F)(F)NC(F)(F)N[*],Eat,-5.31
362,[*]C(F)(F)NC(F)(F)O[*],Eat,-5.29
363,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3C(S4)=CC=C4[*],Eat,-6.3
364,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3C(=S)[*],Eat,-6.27
365,[*]C(C=C1)=CC=C1C(=S)C(S2)=CC=C2C(S3)=CC=C3[*],Eat,-6.22
366,[*]CC(S1)=CC=C1CO[*],Eat,-5.68
367,[*]C(=O)C(S1)=CC=C1C(=S)C(S2)=CC=C2[*],Eat,-6.19
368,[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],Eat,-6.31
369,[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2C(=S)[*],Eat,-6.3
370,[*]C(=O)C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],Eat,-6.38
371,[*]C(=O)C(C=C1)=CC=C1C(=S)C(S2)=CC=C2[*],Eat,-6.31
372,[*]C(=O)C(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],Eat,-6.38
373,[*]NC(S1)=CC=C1C(=O)O[*],Eat,-6.14
374,[*]NC(C=C1)=CC=C1C(=O)C(C=C2)=CC=C2[*],Eat,-6.34
375,[*]NC(=S)NC(C=C1)=CC=C1NC(=S)NCCCCCC[*],Eat,-5.61
376,[*]C(S1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3C(=O)NC(=O)N[*],Eat,-6.19
377,[*]C(S1)=CC=C1C(=S)C(S2)=CC=C2C(=S)C(=O)NC(C=C3)=CC=C3C(S4)=CC=C4[*],Eat,-6.19
378,[*]C(C=C1)=CC=C1C(C=C2)=CC=C2CC(=S)C(S3)=CC=C3C(=S)CO[*],Eat,-6.04
379,[*]C(C=C1)=CC=C1NC(S2)=CC=C2C(S3)=CC=C3C(=S)C(S4)=CC=C4C(S5)=CC=C5N[*],Eat,-6.12
380,[*]C(C=C1)=CC=C1NC(C=C2)=CC=C2C(=S)NC(S3)=CC=C3C(=O)N[*],Eat,-6.21
381,[*]CCC(=O)OC(=O)CC(C=C1)=CC=C1C(C=C2)=CC=C2[*],Eat,-6.14
382,[*]C(=O)NONC(=O)NC(S1)=CC=C1N[*],Eat,-5.99
383,[*]C(=S)C(=O)CCNC(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],Eat,-6.05
384,[*]C(F)(F)C(F)(F)C(S1)=CC=C1C(S2)=CC=C2[*],Eat,-5.87
385,[*]C(F)(F)C(F)(F)C(=O)O[*],Eat,-5.64
386,[*]C(F)(F)C(=O)C(F)(F)C(S1)=CC=C1[*],Eat,-5.82
387,[*]C(F)(F)C(=O)C(F)(F)C(C=C1)=CC=C1[*],Eat,-6.01
388,[*]C(F)(F)OC(F)(F)O[*],Eat,-5.25
389,[*]N(C(=O)C1=C2)C(=O)C1=CC=C2C(=O)C(=CC=C3C4(=O))C=C3C(=O)N4C(C)COCCOCCOC(C)COCC(C)[*],Eat,-5.89
390,[*]C[*],Xc,47.8
391,[*]CC([*])C,Xc,44.47
392,[*]CC([*])CC,Xc,34.04
393,[*]CC([*])CCC,Xc,20.01
394,[*]CC([*])CC(C)C,Xc,21.64
395,[*]CCCCCCCC([*])C,Xc,31.47
396,[*]CC([*])CCCCCC,Xc,75.06
397,[*]C=CCCC[*],Xc,14.57
398,[*]C=CCC[*],Xc,13.1
399,[*]C=CCCCCCC[*],Xc,22.67
400,[*]CC([*])c1ccccc1,Xc,27.37
401,[*]CC([*])c1ccc(C)cc1,Xc,18.59
402,[*]CC([*])(C)c1ccc(C)cc1,Xc,34.09
403,[*]CC([*])c1ccc(O)cc1,Xc,11.0
404,[*]CC([*])O,Xc,39.089205
405,[*]CC([*])OC(=O)CCCCCCCCCCC,Xc,12.02
406,[*]CC([*])OC(=O)CCCCCCCCCCCCCCC,Xc,33.35
407,[*]CC([*])OC(=O)CCCCCCCCCCCCCCCCC,Xc,37.02
408,[*]CC([*])(C)C#N,Xc,8.0
409,[*]CC([*])C(=O)OC(C)C,Xc,53.86
410,[*]CC([*])C(=O)OCCCCCCCCCCCC,Xc,17.77
411,[*]CC([*])C(=O)OCCCCCCCCCCCCCC,Xc,27.01
412,[*]CC([*])C(=O)OCCCCCCCCCCCCCCCCCC,Xc,39.64
413,[*]CC([*])C(=O)OCCCCCCCCCCCCCCCCCCCCCC,Xc,43.74
414,[*]CC([*])(C)C(=O)OC,Xc,12.63789474
415,[*]CC([*])(C)C(=O)OCCCCCCCCCCCC,Xc,3.98
416,[*]CC([*])(C)C(=O)OCCCCCCCCCCCCCCCC,Xc,17.37
417,[*]CC([*])(C)C(=O)OCCCCCCCCCCCCCCCCCC,Xc,21.64
418,[*]CC([*])C(=O)NCCCCCCCCCCCC,Xc,1.76
419,[*]CC([*])C(=O)NCCCCCCCCCCCCCC,Xc,9.79
420,[*]CC([*])C(=O)NCCCCCCCCCCCCCCCC,Xc,16.73
421,[*]CC([*])C(=O)NCCCCCCCCCCCCCCCCCC,Xc,21.61
422,[*]CC([*])C(=O)NCCCCCCCCCCCCCCCCCCCCCC,Xc,35.71
423,[*]CC([*])(F)F,Xc,41.3664625
424,[*]CC([*])(Cl)Cl,Xc,67.76
425,[*]C(F)C([*])(F)F,Xc,72.97
426,[*]C(F)(F)C([*])(F)Cl,Xc,77.15
427,[*]CCC=C([*])Cl,Xc,90.11
428,[*]CCC(F)(F)C([*])(F)F,Xc,43.69
429,[*]CCC=C([*])C,Xc,52.26
430,[*]C=CC(C)C[*],Xc,62.19
431,[*]CC(C)C=C([*])C,Xc,45.53
432,[*]CO[*],Xc,97.74314666
433,[*]CCO[*],Xc,70.6655082
434,[*]CC(C)O[*],Xc,77.61
435,[*]CC(CCl)O[*],Xc,51.33
436,[*]CC(O[*])C(C)(C)C,Xc,20.98
437,[*]CCCO[*],Xc,55.46
438,[*]CC(C)(C)CO[*],Xc,47.31
439,[*]CC(CO)(CO)CO[*],Xc,90.22
440,[*]CC(CO[*])(COCC)COCC,Xc,26.85
441,[*]CCCCO[*],Xc,17.54872941
442,[*]CCCCCCO[*],Xc,93.3
443,[*]CCCCCCCCO[*],Xc,92.75
444,[*]Oc1c(C)cc([*])cc1C,Xc,62.833401
445,[*]Oc1c(OC)cc([*])cc1OC,Xc,19.88
446,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1ccccc1,Xc,73.4
447,[*]CCOCO[*],Xc,62.84
448,[*]CCCCOCO[*],Xc,65.43
449,[*]CCOC(=O)c1ccc(O[*])cc1,Xc,67.44
450,[*]CCOc1ccc(C(=O)OCCOC(=O)c2ccc(O[*])cc2)cc1,Xc,96.09
451,[*]CC(=O)NCCCCCCNC(=O)CO[*],Xc,31.96
452,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],Xc,56.78
453,[*]CCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],Xc,35.73
454,[*]CC(=O)OC(=O)c1ccc(C(=O)OC(=O)COc2ccc(O[*])cc2)cc1,Xc,47.87
455,[*]CCOCCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],Xc,25.61
456,[*]CCOCCOCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],Xc,22.98
457,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1,Xc,31.10578095
458,[*]CC(CC)(CC)CO[*],Xc,41.8
459,[*]CCOCC(=O)O[*],Xc,55.93
460,[*]CCOCCOC(=O)c1ccc(C(=O)O[*])cc1,Xc,38.53
461,[*]Oc1ccc(Oc2ccc(OC(=O)c3cccc(C([*])=O)c3)cc2)cc1,Xc,29.77
462,[*]CC(C)(CC)CO[*],Xc,54.15
463,[*]CC(C)(CO)CO[*],Xc,41.42
464,[*]CC(CO[*])(COC=O)COC=O,Xc,53.4
465,[*]Oc1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc([*])cc4)c3)cc2)cc1,Xc,72.53
466,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1C,Xc,30.95
467,[*]CCCCCCCCCCOc1ccc(OC(=O)c2ccc(OCCOCCOCCOc3ccc(C(=O)Oc4ccc(O[*])cc4)cc3)cc2)cc1,Xc,16.51
468,[*]Oc1ccc(Oc2ccc(NC(=O)c3ccc(Oc4ccc(Oc5ccc(C(=O)Nc6ccc([*])cc6)cc5)cc4)cc3)cc2)cc1,Xc,60.74
469,[*]Oc1cccc(Oc2ccc(NC(=O)c3ccc(Oc4cccc(Oc5ccc(C(=O)Nc6ccc([*])cc6)cc5)c4)cc3)cc2)c1,Xc,40.05
470,[*]c1cccc(Oc2ccc(-c3ccc(Oc4cccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)c4)cc3)cc2)c1,Xc,90.18
471,[*]CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)OCCCCCCOc2ccc(-c3ccc(O[*])cc3)cc2)c1,Xc,37.92
472,[*]CCCS[*],Xc,98.81
473,[*]CCCCCCS[*],Xc,87.41
474,[*]CCOC(=O)CCC(=O)O[*],Xc,79.99
475,[*]CCCOC(=O)CCC(=O)O[*],Xc,50.44
476,[*]CCCCOC(=O)CCC(=O)O[*],Xc,56.84
477,[*]CCCOC(=O)CCCC(=O)O[*],Xc,24.04
478,[*]CCOC(=O)CCCCC(=O)O[*],Xc,69.34
479,[*]CCCOC(=O)CCCCC(=O)O[*],Xc,26.74
480,[*]CCCCCCCCCCOC(=O)CCCCC(=O)O[*],Xc,88.04
481,[*]CCOC(=O)CCCCCCC(=O)O[*],Xc,57.21
482,[*]CCCOC(=O)CCCCCCC(=O)O[*],Xc,92.48
483,[*]CCOC(=O)CCCCCCCC(=O)O[*],Xc,57.8
484,[*]CCCCCCCCCOC(=O)CCCCCCCC(=O)O[*],Xc,73.07
485,[*]CCCCCCCCCCOC(=O)CCCCCCCC(=O)O[*],Xc,66.73
486,[*]CCOC(=O)CCCCCCCCC(=O)O[*],Xc,60.1
487,[*]CCCOC(=O)CCCCCCCCC(=O)O[*],Xc,37.93
488,[*]CCCCOC(=O)CCCCCCCCC(=O)O[*],Xc,44.62
489,[*]CCCCCCOC(=O)CCCCCCCCC(=O)O[*],Xc,74.61
490,[*]CCCCCCCOC(=O)CCCCCCCCC(=O)O[*],Xc,45.6
491,[*]CCCCCCCCCCOC(=O)CCCCCCCCC(=O)O[*],Xc,75.09
492,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,Xc,31.7557344
493,[*]CCOC(=O)c1cccc(C(=O)O[*])c1,Xc,40.99
494,[*]CCCCOC(=O)c1ccc(C(=O)O[*])cc1,Xc,34.54432121
495,[*]CCCCOC(=O)c1cccc(C(=O)O[*])c1,Xc,18.14
496,[*]CCCCCOC(=O)c1ccc(C(=O)O[*])cc1,Xc,21.11
497,[*]CCCCCCOC(=O)c1ccc(C(=O)O[*])cc1,Xc,84.06
498,[*]CCCCCCCCCCOC(=O)c1ccc(C(=O)O[*])cc1,Xc,79.26
499,[*]Oc1c(Cl)cc(C(C)(C)c2cc(Cl)c(OC(=O)CCCCC([*])=O)c(Cl)c2)cc1Cl,Xc,48.47
500,[*]CCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,Xc,40.762904
501,[*]CCCCOC(=O)CCCCC(=O)O[*],Xc,63.01
502,[*]CCCCCOC(=O)CCCCC(=O)O[*],Xc,34.68
503,[*]OC1CCC(OC(=O)CCCCC([*])=O)CC1,Xc,76.23
504,[*]CCCCC(=O)O[*],Xc,44.85
505,[*]CCCCCC(=O)O[*],Xc,44.91891622
506,[*]CCCCCCCCCCC(=O)O[*],Xc,48.08
507,[*]CCCCCCCCCCCCC(=O)O[*],Xc,74.44953187
508,[*]CCCCCCCCCCCCCCC(=O)O[*],Xc,60.3
509,[*]CCCCCCC(=O)O[*],Xc,40.25
510,[*]CCCCCCCC(=O)O[*],Xc,44.53
511,[*]CCCCCCCCC(=O)O[*],Xc,41.41
512,[*]CCCCCCCCCC(=O)O[*],Xc,50.94
513,[*]CCCCCCCCCCCC(=O)O[*],Xc,59.84
514,[*]CCCCCCCCCCCCCCOC(=O)CCCCC(=O)O[*],Xc,88.39
515,[*]CCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O[*],Xc,87.94
516,[*]CCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)O[*],Xc,83.83
517,[*]CCCCCCCCCCCCCCCCOC(=O)CCCCCCC(=O)O[*],Xc,50.15
518,[*]CCCOC(=O)c1ccc(C(=O)O[*])cc1,Xc,30.78
519,[*]CC(C)C(C)COC(=O)c1ccc(C(=O)O[*])cc1,Xc,14.88
520,[*]CCCCCCCOC(=O)c1ccc(C(=O)O[*])cc1,Xc,17.69
521,[*]OC(C)CC([*])=O,Xc,71.37270952
522,[*]OC(C)C([*])=O,Xc,57.62
523,[*]CCC(=O)O[*],Xc,45.00978462
524,[*]OC(CC)CC([*])=O,Xc,64.05
525,[*]CC(C)C(=O)O[*],Xc,81.29
526,[*]OC(CC([*])=O)C(Cl)(Cl)Cl,Xc,9.71
527,[*]Oc1ccc(OC(=O)CCCCC([*])=O)cc1,Xc,62.08
528,[*]CCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],Xc,19.33
529,[*]CCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[*])cc1,Xc,24.04
530,[*]CCCCCCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],Xc,17.28
531,[*]CCCCCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Xc,16.42
532,[*]CCCCCCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[*])cc1,Xc,21.84
533,[*]CCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],Xc,22.75
534,[*]CCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Xc,22.49
535,[*]CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],Xc,20.69
536,[*]CCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Xc,20.19
537,[*]CCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[*])cc1,Xc,29.18
538,[*]OC(CC([*])=O)C(C)(Cl)Cl,Xc,37.3
539,[*]CCCCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],Xc,18.79
540,[*]CCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Xc,18.52
541,[*]CCCCCCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[*])cc1,Xc,27.1
542,[*]CCCCCOC(=O)CCCCCCCCC(=O)O[*],Xc,37.28
543,[*]CCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O[*],Xc,21.6
544,[*]CCCCOC(=O)c1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Xc,21.52
545,[*]CCCCOC(=O)CCCC(=O)O[*],Xc,31.41
546,[*]CCCCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[*])cc1,Xc,31.12
547,[*]CCCOC(=O)c1ccc2cc(C(=O)O[*])ccc2c1,Xc,18.1
548,[*]CCOC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCC(=O)O[*])cc1,Xc,17.83
549,[*]C(=O)OCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Xc,26.33
550,[*]C(=O)OCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Xc,19.53
551,[*]C(=O)OCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Xc,18.18
552,[*]C(=O)OCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Xc,20.25
553,[*]C(=O)OCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Xc,16.63
554,[*]C(=O)OCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Xc,15.48
555,[*]C(=O)OCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Xc,14.52
556,[*]C(=O)OCCCCCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Xc,8.62
557,[*]CCCCNC(=O)CCCCC(=O)N[*],Xc,64.85
558,[*]CCCCCC(=O)N[*],Xc,35.23
559,[*]CCCCCCNC(=O)CCCCC(=O)N[*],Xc,40.61
560,[*]CCCCCCNC(=O)CCCCCCC(=O)N[*],Xc,62.18
561,[*]CCCCCCNC(=O)CCCCCCCC(=O)N[*],Xc,22.04
562,[*]CCCCCCNC(=O)CCCCCCCCC(=O)N[*],Xc,39.56
563,[*]CCCCCCNC(=O)CCCCCCCCCCC(=O)N[*],Xc,43.53
564,[*]CCCCCCC(=O)N[*],Xc,25.57
565,[*]CCCCCCCC(=O)N[*],Xc,48.41
566,[*]CCCCCCCCCCC(=O)N[*],Xc,24.27
567,[*]CCCCCCCCCCCC(=O)N[*],Xc,46.0
568,[*]CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N[*],Xc,40.0
569,[*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC([*])=O)CC2)CC1,Xc,25.59
570,[*]CCCCCCNC(=O)c1cccc(C(=O)N[*])c1,Xc,53.05
571,[*]Cc1cccc(CNC(=O)CCCCC(=O)N[*])c1,Xc,25.87
572,[*]CCCCNC(=O)CCC=CCCC(=O)N[*],Xc,31.26
573,[*]C(=O)CCCCCCCCC(=O)N1CCN([*])CC1,Xc,52.64
574,[*]CCCCCCNC(=O)CCC=CCCC(=O)N[*],Xc,24.7
575,[*]CCCCCCCCCCNC(=O)CCC=CCCC(=O)N[*],Xc,32.24
576,[*]CCCCCCCCCCN1CCN(C(=O)CCCCCCCCC(=O)N2CCN([*])CC2)CC1,Xc,53.56
577,[*]CCCCCCCCCCNC(=O)CCCCCCCC(=O)N[*],Xc,50.69
578,[*]CC(C)(C)C(=O)N[*],Xc,33.22
579,[*]CCCC(=O)N[*],Xc,38.13
580,[*]CCCCCNC(=O)CCCCCC(=O)N[*],Xc,38.39
581,[*]CCCNC(=O)CCC=CCCC(=O)N[*],Xc,35.72
582,[*]CCCCCNC(=O)CCC=CCCC(=O)N[*],Xc,26.16
583,[*]CCCCCCCNC(=O)CCC=CCCC(=O)N[*],Xc,28.31
584,[*]CCCCCCCCNC(=O)CCC=CCCC(=O)N[*],Xc,22.55
585,[*]CCCCCCCCCNC(=O)CCC=CCCC(=O)N[*],Xc,27.48
586,[*]CCCCNC(=O)c1ccc(C(=O)N[*])cc1,Xc,94.18
587,[*]CCCCCCNC(=O)CCc1ccc(CCC(=O)N[*])cc1,Xc,44.13
588,[*]Nc1cccc(NC(=O)CCCCC([*])=O)c1,Xc,46.36
589,[*]CCCCCCNC(=O)C(=O)N[*],Xc,62.02
590,[*]C(=O)CCC=CCCC(=O)N1CCN([*])CC1,Xc,33.97
591,[*]CC1CCCC(CNC(=O)CCCCC(=O)N[*])C1,Xc,5.67
592,[*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC([*])=O)CC2)CC1,Xc,12.75
593,[*]CCCCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N[*],Xc,9.73
594,[*]CCCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],Xc,13.71
595,[*]CCCCCCNC(=O)C(CCCC)C(=O)N[*],Xc,21.85
596,[*]CCCCCCNC(=O)C(CCCCCCCCCC)C(=O)N[*],Xc,23.23
597,[*]CCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],Xc,32.76
598,[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCC)C(=O)N[*],Xc,53.53
599,[*]CCCCCCNC(=O)C(CCCCCCC)C(=O)N[*],Xc,11.47
600,[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCC)C(=O)N[*],Xc,38.94
601,[*]CCCCCCNC(=O)C(CCCCCC)C(=O)N[*],Xc,17.72
602,[*]CCCCCCNC(=O)C(CCCCCCCCC)C(=O)N[*],Xc,21.64
603,[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCCC)C(=O)N[*],Xc,52.69
604,[*]CCCCCCNC(=O)C(CCCCCCCC)C(=O)N[*],Xc,21.95
605,[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCC)C(=O)N[*],Xc,42.36
606,[*]CCCCCCNC(=O)C(CCCCC)C(=O)N[*],Xc,21.49
607,[*]CCCCCCNC(=O)C(CCC)C(=O)N[*],Xc,21.03
608,[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCC)C(=O)N[*],Xc,30.58
609,[*]CCCCCCNC(=O)C(CCCCCCCCCCCCC)C(=O)N[*],Xc,33.12
610,[*]CCCCCCNC(=O)C(CCCCCCCCCCC)C(=O)N[*],Xc,28.87
611,[*]CCCCCCNC(=O)CC(C)(C)c1ccc(C(C)(C)CC(=O)N[*])cc1,Xc,4.38
612,[*]CCCCCCNC(=O)CC(C)c1ccc(C(C)CC(=O)N[*])cc1,Xc,11.87
613,[*]CCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],Xc,14.55
614,[*]CCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],Xc,13.79
615,[*]CCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],Xc,19.52
616,[*]CCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],Xc,39.95
617,[*]CCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],Xc,15.71
618,[*]CCCCCCNC(=O)CCCCC(=O)NCC(=O)N[*],Xc,35.31
619,[*]CCCCCNC(=O)O[*],Xc,73.38
620,[*]CCOC(=O)NCCCCCCNC(=O)O[*],Xc,21.16
621,[*]CCCOC(=O)NCCCCCCNC(=O)O[*],Xc,28.37
622,[*]CCCCOC(=O)NCCCCCCNC(=O)O[*],Xc,44.03
623,[*]CCCCCOC(=O)NCCCCCCNC(=O)O[*],Xc,27.33
624,[*]CCCCCCOC(=O)NCCCCCCNC(=O)O[*],Xc,37.25
625,[*]CCCCCCCOC(=O)NCCCCCCNC(=O)O[*],Xc,30.32
626,[*]CCCCCCCCOC(=O)NCCCCCCNC(=O)O[*],Xc,30.53
627,[*]CCCCCCCCCOC(=O)NCCCCCCNC(=O)O[*],Xc,30.17
628,[*]CCCCCCCCCCOC(=O)NCCCCCCNC(=O)O[*],Xc,27.21
629,[*]CC(F)(F)C(F)(F)COC(=O)NCCCCCCNC(=O)O[*],Xc,36.03
630,[*]CCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Xc,47.76
631,[*]CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Xc,52.18
632,[*]CCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Xc,29.45
633,[*]CCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Xc,32.31
634,[*]CCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Xc,23.05
635,[*]CCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Xc,36.98
636,[*]CCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Xc,31.26
637,[*]CCCCCCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])cc2)cc1,Xc,23.4
638,[*]CCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N[*],Xc,30.22
639,[*]CCCCCCNC(=O)N[*],Xc,49.48
640,[*]CCCCCCCNC(=O)N[*],Xc,33.27
641,[*]OC(=O)CCCCC([*])=O,Xc,96.83
642,[*]OC(=O)CCCCCCCCC([*])=O,Xc,83.87
643,[*]CCCCCCOC(=O)O[*],Xc,31.95
644,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,Xc,16.83
645,[*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCOC([*])=O)cc2)cc1,Xc,44.64
646,[*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCOC([*])=O)cc2)cc1,Xc,34.42
647,[*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCCCOC([*])=O)cc2)cc1,Xc,28.99
648,[*]Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)OCCCCCCCCCCCCOC([*])=O)cc2)cc1,Xc,23.17
649,[*]CCCCOC(=O)O[*],Xc,64.6
650,[*]CCCCCCCCCCOC(=O)O[*],Xc,44.07
651,[*]CCCCCOC(=O)O[*],Xc,15.11
652,[*]CCC([*])=O,Xc,93.5
653,[*]CCC1CC([*])C2CCCC12,Xc,23.26
654,[*]CCC1CCC([*])C1,Xc,23.52
655,[*]CCC1CC([*])C2C3CCC(C3)C12,Xc,10.18
656,[*]CC([*])c1ccc(S(=O)(=O)O)cc1,Xc,11.0
657,[*]C=CCCCCCCC(Cl)CCCCCC[*],Xc,11.79
658,[*]C=CCCCCCCCCCC(Cl)CCCCCCCCC[*],Xc,27.65
659,[*]CCCCCCCCCCCCCCCCCCCCC([*])COCCOCCOCCOCCOCc1ccc2ccc3cccc4ccc1c2c34,Xc,13.63
660,[*]C=CCCCCCCCCCC(CCCCCCCCC[*])COCCOCCOCCOCCOCCCCCC,Xc,8.9
661,[*]C=CCCCCCCCCCC(CCCCCCCCC[*])COCCOCCOCCOCCOCCCCCCCCCCCCCC,Xc,20.64
662,[*]CCCCCCCCCCCCCCCCCCCCC([*])COCCOCCOCCOCCOCCCCCCCCCCCCCC,Xc,28.0
663,[*]CC([*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)OC,Xc,10.57
664,[*]CC([*])(C)C(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)O,Xc,12.52
665,[*]CC([*])C(=O)OCCCCCCCCCCCn1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCCCC)CCCCCCC)c(=O)c6ccc(c7ccc(c1=O)c2c37)c4c56,Xc,6.12
666,[*]CCCCCCCCCCCCCCC([*])Cl,Xc,10.35
667,[*]CCCCCCCCCCCCCCCCCCCCC([*])Cl,Xc,41.96
